date,last,open,high,low,volume,change_percent
2026-01-12,16830.0,16837.5,16858.5,16830.0,,0.18
2026-01-13,16865.0,16845.0,16881.5,16845.0,,0.21
2026-01-14,16860.0,16865.0,16876.0,16856.5,,-0.03
2026-01-15,16885.0,16835.0,16894.5,16830.0,,0.15
2026-01-16,16885.0,16885.0,16885.0,16885.0,,0.0
2026-01-19,16940.0,16875.0,16952.5,16875.0,,0.33
2026-01-20,16950.0,16970.0,16987.5,16947.5,,0.06
2026-01-21,16935.0,16945.0,16971.0,16930.0,,-0.09
2026-01-22,16885.0,16925.0,16935.0,16796.5,,-0.3
2026-01-23,16815.0,16825.0,16849.0,16810.0,,-0.41
2026-01-26,16775.0,16795.0,16802.5,16755.0,,-0.24
2026-01-27,16765.0,16777.5,16812.5,16765.0,,-0.06
2026-01-28,16705.0,16720.0,16745.0,16680.0,,-0.36
2026-01-29,16747.5,16750.0,16805.0,16745.0,,0.25
2026-01-30,16785.0,16795.0,16815.0,16777.5,,0.22
2026-02-02,16790.0,16790.0,16812.5,16763.5,,0.03
2026-02-03,16760.0,16760.0,16786.5,16757.5,,-0.18
2026-02-04,16770.0,16765.0,16777.5,16757.5,,0.06
2026-02-05,16830.0,16785.0,16834.0,16782.5,,0.36
2026-02-06,16865.0,16872.5,16894.0,16860.0,,0.21
2026-02-09,16800.0,16865.0,16872.5,16799.0,,-0.39
2026-02-10,16795.0,16795.0,16852.5,16773.0,,-0.03
2026-02-11,16780.0,16775.0,16794.0,16759.0,,-0.09
2026-02-12,16815.0,16800.0,16832.5,16800.0,,0.21
2026-02-13,16830.0,16820.0,16855.0,16817.5,,0.09
2026-02-16,16830.0,16830.0,16830.0,16830.0,,0.0
2026-02-17,16830.0,16830.0,16830.0,16830.0,,0.0
2026-02-18,16880.0,16845.0,16893.5,16837.5,,0.3
2026-02-19,16875.0,16890.0,16936.5,16875.0,,-0.03
2026-02-20,16865.0,16882.5,16946.0,16855.0,,-0.06
2026-02-23,16790.0,16865.0,16865.0,16790.0,,-0.44
2026-02-24,16820.0,16820.0,16839.5,16812.5,,0.18
2026-02-25,16785.0,16840.0,16852.5,16784.0,,-0.21
2026-02-26,16755.0,16757.5,16781.0,16732.5,,-0.18
2026-02-27,16765.0,16767.5,16788.5,16761.5,,0.06
2026-03-02,16860.0,16822.5,16867.5,16814.5,,0.57
2026-03-03,16855.0,16860.0,16885.0,16844.0,,-0.03
2026-03-04,16885.0,16920.0,16932.5,16885.0,,0.18
2026-03-05,16880.0,16902.5,16907.5,16855.0,,-0.03
2026-03-06,16905.0,16917.5,16932.5,16902.5,,0.15
2026-03-09,16940.0,16990.0,16995.0,16937.5,,0.21
2026-03-10,16857.5,16865.0,16895.0,16842.5,,-0.49
2026-03-11,16870.0,16840.0,16872.5,16835.0,,0.07
2026-03-12,16890.0,16900.0,16909.0,16878.0,,0.12
2026-03-13,16940.0,16907.5,16946.0,16897.5,,0.3
2026-03-16,16990.0,16950.0,16997.5,16950.0,,0.3
2026-03-17,16980.0,16977.5,16992.5,16960.0,,-0.06
2026-03-18,16980.0,16980.0,16980.0,16980.0,,0.0
2026-03-19,16980.0,16980.0,16980.0,16980.0,,0.0
2026-03-20,16980.0,16980.0,16980.0,16980.0,,0.0
2026-03-23,16980.0,16980.0,16980.0,16980.0,,0.0
2026-03-24,16980.0,16980.0,16980.0,16980.0,,0.0
2026-03-25,16910.0,16915.0,16925.0,16870.0,,-0.41
2026-03-26,16900.0,16885.0,16907.5,16880.0,,-0.06
2026-03-27,16965.0,16922.5,16974.0,16922.5,,0.38
2026-03-30,16990.0,16985.0,16996.5,16977.5,,0.15
2026-03-31,16994.5,16985.0,16999.0,16985.0,,0.03
2026-04-01,16980.0,16992.0,17031.0,16957.5,,-0.09
2026-04-02,16994.5,16990.0,17027.5,16980.0,,0.09
2026-04-03,16994.5,16994.5,16994.5,16994.5,,0.0
2026-04-06,17035.0,17000.0,17047.5,16992.5,,0.24
2026-04-07,17094.5,17052.5,17107.5,17052.5,,0.35
2026-04-08,17010.0,16985.0,17025.5,16980.0,,-0.49
2026-04-09,17085.0,17040.0,17100.0,17027.5,,0.44
2026-04-10,17090.0,17080.0,17122.5,17076.5,,0.03
2026-04-13,17100.0,17125.0,17142.5,17100.0,,0.06
2026-04-14,17115.0,17125.0,17144.0,17115.0,,0.09
2026-04-15,17135.0,17117.5,17147.5,17110.0,,0.12
2026-04-16,17130.0,17137.5,17155.0,17113.5,,-0.03
2026-04-17,17185.0,17155.0,17195.0,17152.5,,0.32
2026-04-20,17170.0,17160.0,17187.5,17140.0,,-0.09
2026-04-21,17144.0,17145.0,17155.5,17117.5,,-0.15
2026-04-22,17175.0,17155.0,17187.5,17147.5,,0.18
2026-04-23,17285.0,17225.0,17322.5,17225.0,,0.64
2026-04-24,17192.5,17275.0,17294.0,17192.5,,-0.54
2026-04-27,17190.0,17210.0,17237.5,17187.5,,-0.01
2026-04-28,17215.0,17212.5,17249.0,17202.5,,0.15
2026-04-29,17280.0,17277.5,17337.5,17267.5,,0.38
2026-04-30,17310.0,17350.0,17387.5,17307.5,,0.17
2026-05-01,17310.0,17310.0,17310.0,17310.0,,0.0
2026-05-04,17370.0,17325.0,17390.0,17325.0,,0.35
2026-05-05,17415.0,17390.0,17447.5,17390.0,,0.26
2026-05-06,17385.0,17375.0,17420.0,17361.0,,-0.17
2026-05-07,17335.0,17320.0,17378.5,17320.0,,-0.29
2026-05-08,17365.0,17350.0,17391.5,17347.5,,0.17
2026-05-11,17410.0,17382.5,17424.0,17382.5,,0.26
2026-05-12,17494.5,17485.0,17529.0,17480.0,,0.49
2026-05-13,17465.0,17510.0,17537.5,17445.0,,-0.17
2026-05-14,17465.0,17465.0,17465.0,17465.0,,0.0
2026-05-15,17465.0,17465.0,17465.0,17465.0,,0.0
2026-05-18,17645.0,17640.0,17672.5,17595.0,,1.03
2026-05-19,17700.0,17675.0,17735.0,17670.0,,0.31
2026-05-20,17605.0,17755.0,17762.5,17605.0,,-0.54
2026-05-21,17645.0,17640.0,17727.5,17625.0,,0.23
2026-05-22,17695.0,17680.0,17727.5,17677.5,,0.28
2026-05-25,17735.0,17705.0,17755.0,17700.0,,0.23
2026-05-26,17780.0,17740.0,17800.0,17740.0,,0.25
2026-05-27,17780.0,17780.0,17780.0,17780.0,,0.0
2026-05-28,17780.0,17780.0,17780.0,17780.0,,0.0
2026-05-29,17870.0,17820.0,17892.0,17820.0,,0.51
2026-05-31,17870.0,17745.8,17870.0,17810.4,,0.0
2026-06-01,17822.0,17745.8,17932.4,17795.1,,-0.27
