iter	RMSE
466	0.09044337107
467	0.08974957738
468	0.08968027738
469	0.08954071529
470	0.08928572767
471	0.08919646262
472	0.08891880131
473	0.08884154689
474	0.08875196472
475	0.08861596344
476	0.08849649372
477	0.08802270052
478	0.08793764042
479	0.08782168355
480	0.08770697602
481	0.08725007269
482	0.08718255241
483	0.08676396527
484	0.08624155333
485	0.08617447766
486	0.08594628545
487	0.08588041302
488	0.08565995229
489	0.08554390808
490	0.085433921
491	0.08531760658
492	0.08525430978
493	0.08517983044
494	0.08466104687
495	0.08458568534
496	0.08450472957
497	0.08444211994
498	0.08398572332
499	0.08371421036
500	0.08360619601
501	0.08353538588
502	0.08345459986
503	0.08334848578
504	0.08327885922
505	0.08290827582
506	0.08283146005
507	0.08254998662
508	0.08249482563
509	0.08243774736
510	0.08236774846
511	0.08227340081
512	0.08221442338
513	0.08190439162
514	0.0818447114
515	0.08149683013
516	0.08143315924
517	0.08136298484
518	0.08130641501
519	0.08123190854
520	0.08116532457
521	0.08110782532
522	0.08105045951
523	0.08086867084
524	0.08080063093
525	0.08073080817
526	0.08066419837
527	0.08059766377
528	0.08046043781
529	0.08040724752
530	0.08033720361
531	0.08028493215
532	0.08022023751
533	0.0801562574
534	0.08008209609
535	0.08002932716
536	0.07996995584
537	0.07991870362
538	0.07983238961
539	0.07950864202
540	0.07902104941
541	0.07854087934
542	0.07843091281
543	0.07837774925
544	0.07831265874
545	0.07822044101
546	0.07817001738
547	0.07811794126
548	0.07805316036
549	0.0778495585
550	0.0777956081
551	0.07731294979
552	0.07726392723
553	0.07721853671
554	0.07717287826
555	0.07677517014
556	0.07672522058
557	0.07668185595
558	0.07621964485
559	0.07612173718
560	0.07607488034
561	0.0760015295
562	0.07595327875
563	0.07591052309
564	0.07579240296
565	0.0755694384
566	0.07551032608
567	0.07546527209
568	0.07541272469
569	0.07503031687
570	0.07497737571
571	0.07486312134
572	0.07475023264
573	0.0743667174
574	0.07396225155
575	0.07353962762
576	0.07349441869
577	0.07344557895
578	0.07339508399
579	0.07335248833
580	0.07330540332
581	0.07322975854
582	0.07301420327
583	0.07297368396
584	0.07276408483
585	0.0727217092
586	0.07247221448
587	0.07206003844
588	0.07166195627
589	0.07141407758
590	0.07137294022
591	0.07128891125
592	0.07105358751
593	0.07098716553
594	0.07077418464
595	0.07057176211
596	0.0701726929
597	0.07011545667
598	0.06984704153
599	0.06967793401
600	0.0693054646
601	0.06909797067
602	0.06891596142
603	0.0688460978
604	0.06880650166
605	0.06836153339
606	0.06817021034
607	0.06809173734
608	0.06799506836
609	0.0679320079
610	0.06759031309
611	0.06753890298
612	0.06737080697
613	0.06729045331
614	0.06710974021
615	0.06706643912
616	0.06702831474
617	0.06662051538
618	0.06655115622
619	0.06636986306
620	0.06633338224
621	0.06598354672
622	0.06593428405
623	0.06575518777
624	0.0657063596
625	0.06565155546
626	0.06529222561
627	0.06496362514
628	0.06479356008
629	0.06462808533
630	0.06458922372
631	0.06430251787
632	0.06405715412
633	0.0639996473
634	0.06395351342
635	0.06360516621
636	0.06356830084
637	0.06328567941
638	0.06294693016
639	0.06287694604
640	0.06280433933
641	0.062758641
642	0.06272154155
643	0.06241835315
644	0.0623749691
645	0.06217526451
646	0.06210483871
647	0.06206704671
648	0.06203447165
649	0.06183371492
650	0.06157901572
651	0.06151003514
652	0.06116928659
653	0.06088498328
654	0.06084345224
655	0.06080764538
656	0.06063082076
657	0.06059363658
658	0.0605518711
659	0.06051471893
660	0.06048622761
661	0.06045160403
662	0.06041007083
663	0.06036084004
664	0.06024245342
665	0.06001610276
666	0.05995367455
667	0.05980505624
668	0.059536962
669	0.05935141042
670	0.05931168025
671	0.05928261012
672	0.05920033368
673	0.05892886134
674	0.0586521974
675	0.05849761646
676	0.05817811694
677	0.05797690745
678	0.05775817713
679	0.05743652393
680	0.05739894607
681	0.05736118721
682	0.05706342153
683	0.05702651294
684	0.05697664284
685	0.05681923129
686	0.05678534105
687	0.05664807419
688	0.05655347651
689	0.05650122628
690	0.05645031917
691	0.05631631934
692	0.05628670631
693	0.05600861421
694	0.05575295761
695	0.05547809254
696	0.05544411691
697	0.05536374163
698	0.05514378841
699	0.05489828872
700	0.05484948233
701	0.05476355646
702	0.05454424622
703	0.05427509329
704	0.05403763158
705	0.05387250463
706	0.05379798487
707	0.05372263828
708	0.05368498442
709	0.05344747891
710	0.0532522985
711	0.05321281456
712	0.05316948917
713	0.0529047386
714	0.05266363313
715	0.05238922486
716	0.05227342675
717	0.05204581565
718	0.05185021285
719	0.05179868906
720	0.05171966214
721	0.0515750832
722	0.05143225681
723	0.05115585187
724	0.05094089873
725	0.05073608917
726	0.05056005077
727	0.05051000007
728	0.0503082232
729	0.05013139943
730	0.04988174524
731	0.0498326138
732	0.04977423949
733	0.04972597711
734	0.04963317434
735	0.04955029427
736	0.04933009402
737	0.04930309394
738	0.04927896026
739	0.0492508924
740	0.04903923177
741	0.04882088883
742	0.04877461756
743	0.04865425348
744	0.04853214401
745	0.04850468107
746	0.04845926973
747	0.04822404696
748	0.04802090554
749	0.0479146974
750	0.04787181293
751	0.04776747904
752	0.04772393837
753	0.04746845966
754	0.04737105861
755	0.04719176697
756	0.04697764454
757	0.04692513735
758	0.04689782478
759	0.04685848624
760	0.04683716567
761	0.0466543727
762	0.04654292823
763	0.04652111869
764	0.04632487298
765	0.04622926575
766	0.04614245756
767	0.04597277048
768	0.04577093772
769	0.04557842117
770	0.04549497543
771	0.04545462561
772	0.04535370631
773	0.04515080447
774	0.0450658155
775	0.04487886286
776	0.0447065554
777	0.04468242566
778	0.04460158099
779	0.04454894863
780	0.04447772042
781	0.04436965225
782	0.04433246175
783	0.04430962087
784	0.04419782166
785	0.04404903001
786	0.04394508299
787	0.04390302299
788	0.04381833864
789	0.04373669766
790	0.04371369335
791	0.04365909358
792	0.04363171723
793	0.04345627056
794	0.04328960043
795	0.04319631641
796	0.04306328621
797	0.04289942325
798	0.04280821974
799	0.04264860763
800	0.04250502621
801	0.04243227073
802	0.04237609133
803	0.04234448674
804	0.04232726151
805	0.04222113032
806	0.0421889468
807	0.04211780445
808	0.04195993189
809	0.04191422192
810	0.04188370705
811	0.04183128424
812	0.04177509864
813	0.04175526282
814	0.04173816096
815	0.04171979518
816	0.04167656832
817	0.04151442397
818	0.04135824475
819	0.0413244194
820	0.04113275086
821	0.04099637581
822	0.0408126669
823	0.04079301348
824	0.04064772869
825	0.04055110862
826	0.04035275384
827	0.0402257636
828	0.0401807114
829	0.04011459589
830	0.03997278132
831	0.03990933777
832	0.03976236112
833	0.03963323433
834	0.03959319412
835	0.03950788021
836	0.03946787153
837	0.03939546682
838	0.03933338882
839	0.0392244857
840	0.03915361688
841	0.03912754587
842	0.03909795533
843	0.03890841295
844	0.03880006612
845	0.03869898687
846	0.03864274142
847	0.03855398699
848	0.03841085749
849	0.03834199922
850	0.03830427631
851	0.03823067404
852	0.03820128564
853	0.03816995883
854	0.03815402577
855	0.03802144806
856	0.03799269639
857	0.03782209758
858	0.03778011776
859	0.03763863546
860	0.03758412977
861	0.03740494407
862	0.03728032549
863	0.03724317396
864	0.03717788353
865	0.03708751618
866	0.036913907
867	0.03682443132
868	0.03671953472
869	0.03668010683
870	0.03659778277
871	0.0365362571
872	0.03648754986
873	0.03645646954
874	0.03629373478
875	0.03613978538
876	0.03598767734
877	0.03596021087
878	0.03580103619
879	0.0357618823
880	0.03570025315
881	0.03559482662
882	0.03555609368
883	0.0354895139
884	0.03538216992
885	0.03533343609
886	0.03520057887
887	0.03515831738
888	0.03512658631
889	0.03508790045
890	0.03505423705
891	0.03501797661
892	0.03499166812
893	0.03497060726
894	0.03493547532
895	0.03481021175
896	0.0347834742
897	0.03469395927
898	0.03467266596
899	0.03463380007
900	0.03457084091
901	0.03452083484
902	0.03434856113
903	0.03418586394
904	0.03417312277
905	0.03413618885
906	0.03412453396
907	0.03410385855
908	0.0340736573
909	0.03400414461
910	0.03388395225
911	0.03380950386
912	0.03374001126
913	0.03358560933
914	0.03356469539
915	0.03351345606
916	0.03342293743
917	0.03330093014
918	0.03328803253
919	0.033144079
920	0.03308899585
921	0.03298039934
922	0.0329467361
923	0.03290064351
924	0.03285545612
925	0.03273046935
926	0.0326989074
927	0.03264920114
928	0.03249756254
929	0.03243612655
930	0.0324155952
931	0.0323823491
932	0.03226923758
933	0.03218848902
934	0.03208528649
935	0.03203065655
936	0.03187894688
937	0.03185893828
938	0.03182872139
939	0.03179100294
940	0.03164112621
941	0.03151350419
942	0.03142926675
943	0.03131289452
944	0.03128031765
945	0.03124404959
946	0.03120950643
947	0.03110431317
948	0.03103708619
949	0.0308962301
950	0.03078146678
951	0.0307613441
952	0.0307030174
953	0.03068998463
954	0.03064003437
955	0.03060124838
956	0.0305080735
957	0.03045806478
958	0.03033786389
959	0.03023462871
960	0.03010323953
961	0.02999132378
962	0.02995655617
963	0.02985865241
964	0.02981846723
965	0.02980838933
966	0.02975786671
967	0.0297179052
968	0.02968584063
969	0.02965730675
970	0.02963072177
971	0.02953850438
972	0.02939793909
973	0.02936563051
974	0.02933797
975	0.02930661394
976	0.02925115221
977	0.02920685173
978	0.02910247063
979	0.02907806927
980	0.02895966807
981	0.02892479752
982	0.02884155249
983	0.02876103329
984	0.02872594348
985	0.02868733347
986	0.02866430495
987	0.02864939395
988	0.02861987777
989	0.02860973251
990	0.02853160618
991	0.02843821279
992	0.02842452839
993	0.02837762086
994	0.02824800054
995	0.02823573641
996	0.02818482769
997	0.02815265511
998	0.02813031694
999	0.02811834101
1000	0.02795565568
1001	0.0279473325
1002	0.02792044281
1003	0.0277982322
1004	0.02778082062
1005	0.02773844427
1006	0.02770797809
1007	0.0276984815
1008	0.02765648407
1009	0.02763663873
1010	0.02759003074
1011	0.02751276255
1012	0.02744409049
1013	0.02732369184
1014	0.02719293769
1015	0.0271840824
1016	0.02717331189
1017	0.02714629528
1018	0.02713455311
1019	0.02711706714
1020	0.02703946696
1021	0.02691629902
1022	0.02681148398
1023	0.02679453767
1024	0.02678638082
1025	0.0267775273
1026	0.02675102311
1027	0.02666550768
1028	0.02655796829
1029	0.02651886439
1030	0.02647979842
1031	0.02639689925
1032	0.02636428753
1033	0.02635001811
1034	0.026297896
1035	0.02621158545
1036	0.02618369281
1037	0.02607515284
1038	0.02599710263
1039	0.02591311984
1040	0.02587140143
1041	0.02584335345
1042	0.0257368433
1043	0.02565722336
1044	0.02564914541
1045	0.02556980755
1046	0.02553153237
1047	0.02549381553
1048	0.02538265712
1049	0.02528739179
1050	0.02525473637
1051	0.02524499529
1052	0.02522588617
1053	0.0252032049
1054	0.02516106439
1055	0.02511872178
1056	0.02508635116
1057	0.02499428195
1058	0.02486148238
1059	0.02479756026
1060	0.02477632777
1061	0.02474874251
1062	0.02465040627
1063	0.0246094246
1064	0.0245264158
1065	0.02451154139
1066	0.02440390938
1067	0.02439425781
1068	0.0243718176
1069	0.02426171823
1070	0.02420079125
1071	0.02414208252
1072	0.02410670559
1073	0.02406698709
1074	0.02396135256
1075	0.02388371828
1076	0.02380978769
1077	0.02377191543
1078	0.0237399771
1079	0.02372682026
1080	0.0236810192
1081	0.02358742792
1082	0.02357960402
1083	0.02347173692
1084	0.02343880693
1085	0.02340939571
1086	0.02334105993
1087	0.0232808108
1088	0.02320682479
1089	0.02310967237
1090	0.02301831225
1091	0.02299758785
1092	0.02298196022
1093	0.02295233056
1094	0.02293851268
1095	0.02291547683
1096	0.02289741146
1097	0.02284860139
1098	0.02274933515
1099	0.02271681792
1100	0.02270306148
1101	0.02268933824
1102	0.02261364064
1103	0.02257457751
1104	0.02255504861
1105	0.02253066089
1106	0.02251459498
1107	0.02242126885
1108	0.02232304404
1109	0.02225169189
1110	0.02224392427
1111	0.02216177114
1112	0.02213158584
1113	0.02211581625
1114	0.02207482915
1115	0.02205104918
1116	0.02197434487
1117	0.02189787298
1118	0.02188474877
1119	0.02184992609
1120	0.0217934068
1121	0.02177932751
1122	0.02172086235
1123	0.02168353056
1124	0.02161229947
1125	0.02159395172
1126	0.02158106086
1127	0.02149498243
1128	0.0214292694
1129	0.02132312479
1130	0.02131271242
1131	0.02128869735
1132	0.02120249198
1133	0.02109934927
1134	0.02108700272
1135	0.02107703478
1136	0.02099433299
1137	0.02097857969
1138	0.02096562986
1139	0.02093559323
1140	0.02087685269
1141	0.02077579899
1142	0.02068091729
1143	0.02063152971
1144	0.02054476613
1145	0.02051673683
1146	0.02045427359
1147	0.02036792564
1148	0.02025740532
1149	0.02024278795
1150	0.02023267142
1151	0.02019476491
1152	0.02014965708
1153	0.02013845637
1154	0.02011054578
1155	0.02010117369
1156	0.02009474087
1157	0.02003324456
1158	0.01998514811
1159	0.01991358377
1160	0.01990190472
1161	0.01988458123
1162	0.01986422554
1163	0.01985351501
1164	0.01982348704
1165	0.01979596
1166	0.01977887588
1167	0.01976372014
1168	0.01975172609
1169	0.01972941496
1170	0.01971847342
1171	0.01968499489
1172	0.01966877893
1173	0.01959901073
1174	0.01957389036
1175	0.01951169813
1176	0.01945244135
1177	0.01943768419
1178	0.01942935287
1179	0.0194048102
1180	0.01933969096
1181	0.01933331172
1182	0.0192672766
1183	0.01923283688
1184	0.01922007814
1185	0.01915089987
1186	0.01907976832
1187	0.01905844604
1188	0.01905194886
1189	0.01902463732
1190	0.01896336764
1191	0.01887979771
1192	0.0188292609
1193	0.0187579747
1194	0.01872910669
1195	0.01867113454
1196	0.01866040475
1197	0.01862593503
1198	0.01854472081
1199	0.01851962345
1200	0.0184492183
1201	0.01842731685
1202	0.01839690695
1203	0.01838862979
1204	0.01833815588
1205	0.01831710736
1206	0.01825224867
1207	0.01818506132
1208	0.01816019181
1209	0.01813479071
1210	0.01811167628
1211	0.01806087306
1212	0.01799937566
1213	0.01798623581
1214	0.01796209185
1215	0.01794428595
1216	0.01792717486
1217	0.01790115563
1218	0.01785012973
1219	0.01778162178
1220	0.0177583256
1221	0.01772114136
1222	0.01770494159
1223	0.01765975272
1224	0.01760038677
1225	0.01759060926
1226	0.01758404897
1227	0.01751948112
1228	0.01750916666
1229	0.01743230343
1230	0.0173657986
1231	0.0173502172
1232	0.01729890966
1233	0.01726765972
1234	0.01724703359
1235	0.01718547478
1236	0.01717021271
1237	0.01714137988
1238	0.01707862454
1239	0.01706340275
1240	0.01701189122
1241	0.01699161931
1242	0.01698667071
1243	0.01693756022
1244	0.01688193339
1245	0.01687562324
1246	0.01680729108
1247	0.0167924291
1248	0.01678699877
1249	0.01677403107
1250	0.01669680308
1251	0.01668293726
1252	0.01666523937
1253	0.01665952024
1254	0.01660456488
1255	0.01652976709
1256	0.01648983365
1257	0.01648361805
1258	0.01646096091
1259	0.01645529369
1260	0.01639174556
1261	0.01631611049
1262	0.01626308688
1263	0.01619729385
1264	0.01617096152
1265	0.01612316321
1266	0.01611511063
1267	0.01609879359
1268	0.01608238106
1269	0.01606895677
1270	0.01600074269
1271	0.01595016317
1272	0.01591878843
1273	0.01589908704
1274	0.01586216716
1275	0.01585083839
1276	0.01583785405
1277	0.01577190498
1278	0.01574709277
1279	0.01572839871
1280	0.01568930333
1281	0.01564505841
1282	0.01563142943
1283	0.01559093468
1284	0.01556964439
1285	0.01552079234
1286	0.01546741907
1287	0.0154543912
1288	0.01544374138
1289	0.01537632725
1290	0.01532446965
1291	0.01528240761
1292	0.01523148252
1293	0.01518125636
1294	0.01515810584
1295	0.01514287072
1296	0.01510417738
1297	0.01505334305
1298	0.01499870925
1299	0.01499336715
1300	0.01498054497
1301	0.0149561583
1302	0.01494091348
1303	0.01491164597
1304	0.01485571683
1305	0.01479366867
1306	0.01477568629
1307	0.0147025926
1308	0.01468918654
1309	0.01463411892
1310	0.01457003983
1311	0.01453107405
1312	0.01451994599
1313	0.01451148128
1314	0.01447275322
1315	0.01446736952
1316	0.01446282681
1317	0.01440009012
1318	0.014391205
1319	0.01438289928
1320	0.01433301849
1321	0.01429793403
1322	0.0142669931
1323	0.0142036147
1324	0.01414749164
1325	0.01413143822
1326	0.01411873979
1327	0.01411390878
1328	0.01409459816
1329	0.01408012594
1330	0.01407474951
1331	0.01406169849
1332	0.01403975726
1333	0.01403106788
1334	0.01397301817
1335	0.01394955352
1336	0.01394119803
1337	0.01388807936
1338	0.01384631912
1339	0.01383348969
1340	0.01382810607
1341	0.01378050976
1342	0.01375815576
1343	0.01374982324
1344	0.01369228093
1345	0.01368498332
1346	0.01363445043
1347	0.01362967088
1348	0.0135872448
1349	0.01355269585
1350	0.01349706603
1351	0.01348758525
1352	0.01345332654
1353	0.0134387506
1354	0.01338846129
1355	0.01332936791
1356	0.01329603282
1357	0.01325758388
1358	0.01325330168
1359	0.013221458
1360	0.0131681725
1361	0.01311764161
1362	0.0131064671
1363	0.0130865159
1364	0.01308229121
1365	0.0130714422
1366	0.01303835101
1367	0.01302774426
1368	0.01301903051
1369	0.01295969917
1370	0.01290238623
1371	0.01287312459
1372	0.01286690533
1373	0.01282986715
1374	0.01281889531
1375	0.01280997879
1376	0.01278094295
1377	0.01272603725
1378	0.01269690253
1379	0.01265789096
1380	0.0126180215
1381	0.01260850705
1382	0.01260406496
1383	0.01259599295
1384	0.01258885512
1385	0.01257344485
1386	0.01256608398
1387	0.01252163278
1388	0.01248728532
1389	0.01246547256
1390	0.01241104825
1391	0.01239980833
1392	0.0123604737
1393	0.01234553867
1394	0.01232819973
1395	0.01228654196
1396	0.01227410035
1397	0.01225833458
1398	0.01224283142
1399	0.01222609637
1400	0.01219349263
1401	0.01218413
1402	0.01213839298
1403	0.01208412215
1404	0.01203827281
1405	0.01203106044
1406	0.01202107629
1407	0.01199452838
1408	0.01194997352
1409	0.01190477375
1410	0.01185663715
1411	0.01185207386
1412	0.01183182711
1413	0.01178732855
1414	0.01177639386
1415	0.01174887827
1416	0.01174139542
1417	0.01173367824
1418	0.0117299382
1419	0.01172169344
1420	0.01170171388
1421	0.01165856286
1422	0.01161969441
1423	0.01157798884
1424	0.01156767975
1425	0.01151881336
1426	0.01150806645
1427	0.01148165742
1428	0.01147490516
1429	0.01144771228
1430	0.01144195284
1431	0.01141539937
1432	0.01140487814
1433	0.01136651142
1434	0.01136293094
1435	0.01135551707
1436	0.01134745748
1437	0.01132308602
1438	0.01131371985
1439	0.01130623014
1440	0.01128501122
1441	0.01124489453
1442	0.01120404716
1443	0.01117750379
1444	0.01117181744
1445	0.01116279357
1446	0.01114198051
1447	0.01113102807
1448	0.01112013358
1449	0.01107760537
1450	0.01104286052
1451	0.01100502899
1452	0.01096594297
1453	0.01092320547
1454	0.0109097851
1455	0.0108804793
1456	0.01085416753
1457	0.01083988679
1458	0.01083374109
1459	0.01080062633
1460	0.01079589034
1461	0.0107715265
1462	0.01073591689
1463	0.0107294005
1464	0.01072324929
1465	0.01071482564
1466	0.01068461181
1467	0.01067612959
1468	0.01066384016
1469	0.01064470036
1470	0.01063272445
1471	0.01059871198
1472	0.01057296916
1473	0.01053818537
1474	0.01049655275
1475	0.01046352608
1476	0.01043161714
1477	0.01041159882
1478	0.01037551409
1479	0.01036078064
1480	0.01035311731
1481	0.01030591589
1482	0.01029770515
1483	0.01027732611
1484	0.01023232829
1485	0.01019562917
1486	0.01018879834
1487	0.01015000358
1488	0.01014299413
1489	0.01012931945
1490	0.01009067498
1491	0.01005740724
1492	0.01004677932
1493	0.010024172
1494	0.009987000747
1495	0.009980292402
1496	0.009957407237
1497	0.009929890233
1498	0.009899091288
1499	0.009861425435
